Entity;Cosine;Fuzzy;Human_TP
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.9486454725265503;0.8571428571428572;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.7651475071907043;0.6666666666666667;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.459184467792511;0.10526315789473684;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;0.7964412569999695;0.625;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.8403400182723999;0.8333333333333335;1
Victim;0.9999999403953552;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.5819697380065918;0.7777777777777779;1
Victim;0.9073694944381714;0.6;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.5804089903831482;0.3571428571428571;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.4754332900047302;0.631578947368421;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.633942723274231;0.5833333333333333;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;0.9999998807907104;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.000000238418579;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.16267520189285278;0.4375;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;0.9999999403953552;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.7651475071907043;0.6666666666666667;1
Perpetrator;1.0;1.0;1
