Entity;Cosine;Fuzzy;Human_TP
Victim;1.0;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;0.9486454725265503;0.8571428571428572;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;0.7651475071907043;0.6666666666666667;0
Victim;1.0;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;0.8406426906585693;0.6666666666666667;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;0.8117953538894653;0.782608695652174;0
Victim;1.0000001192092896;1.0;0
Victim;0.7123318314552307;0.5625;0
Victim;0.9999999403953552;1.0;0
Victim;0.6386153101921082;0.5;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;0.7964412569999695;0.625;0
Victim;1.0000001192092896;1.0;0
Victim;0.7093530893325806;0.5833333333333333;0
Victim;0.8403400182723999;0.8333333333333335;0
Victim;0.9999999403953552;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;0.5819697380065918;0.7777777777777779;0
Victim;0.9073694944381714;0.6;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;0.5804089903831482;0.3571428571428571;0
Victim;1.0;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;0.4868844747543335;0.6;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;0.9999999403953552;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;0.7863044142723083;0.6923076923076923;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;0.7962822914123535;0.6363636363636364;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;0.9999998807907104;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.000000238418579;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;1.0000001192092896;1.0;0
Victim;0.9999999403953552;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;0.04220467805862427;0.33333333333333337;0
Perpetrator;0.7651475071907043;0.6666666666666667;0
Perpetrator;1.0;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;0.4713144302368164;0.15384615384615385;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;0.20627053081989288;0.125;0
Perpetrator;1.000000238418579;1.0;0
Perpetrator;0.7970036268234253;0.6666666666666667;0
Perpetrator;0.9300441145896912;0.923076923076923;0
Perpetrator;0.9999999403953552;1.0;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;0.07523789256811142;0.16000000000000003;0
Perpetrator;0.26610010862350464;0.0;0
Perpetrator;1.0;1.0;0
Perpetrator;0.4411545991897583;0.23529411764705888;0
Perpetrator;1.0;1.0;0
Perpetrator;0.2435798943042755;0.21052631578947367;0
Perpetrator;0.272733211517334;0.2962962962962963;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;1.0;1.0;0
Perpetrator;0.15374572575092316;0.2222222222222222;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;0.20880286395549774;0.3157894736842105;0
Perpetrator;1.0000001192092896;1.0;0
Perpetrator;0.31114470958709717;0.30000000000000004;0
Perpetrator;0.18257951736450195;0.1428571428571429;0
Mode of Demise;0.2922753691673279;0.2222222222222222;0
Mode of Demise;1.0000001192092896;1.0;0
Mode of Demise;0.9201271533966064;0.631578947368421;0
Mode of Demise;0.16362637281417847;0.5128205128205128;0
Mode of Demise;0.36865267157554626;0.19047619047619047;0
Mode of Demise;0.16348305344581604;0.5925925925925926;0
Mode of Demise;0.6726751923561096;0.5882352941176471;0
Mode of Demise;0.31949731707572937;0.4705882352941176;0
Mode of Demise;0.33828383684158325;0.19999999999999996;0
Mode of Demise;0.19099971652030945;0.3157894736842105;0
Mode of Demise;0.3857799172401428;0.2222222222222222;0
Mode of Demise;1.0;1.0;0
Mode of Demise;0.738481342792511;0.2222222222222222;0
Mode of Demise;1.0;1.0;0
Mode of Demise;1.0;1.0;0
Mode of Demise;0.38814613223075867;0.5714285714285714;0
Mode of Demise;0.38521647453308105;0.38888888888888884;0
Mode of Demise;0.39756813645362854;0.2162162162162162;0
Mode of Demise;0.18725185096263885;0.2666666666666667;0
Mode of Demise;1.0;1.0;0
Mode of Demise;0.6458724141120911;0.23529411764705888;0
Mode of Demise;0.2920026183128357;0.3076923076923077;0
Mode of Demise;0.34461528062820435;0.11764705882352944;0
Mode of Demise;0.17039676010608673;0.38095238095238093;0
Mode of Demise;0.7722687125205994;0.5454545454545454;0
Mode of Demise;0.15444639325141907;0.3555555555555555;0
Mode of Demise;0.24479940533638;0.18181818181818177;0
Mode of Demise;0.17734059691429138;0.10526315789473684;0
Mode of Demise;1.0;1.0;0
Mode of Demise;0.16987191140651703;0.26086956521739135;0
Mode of Demise;0.4268222749233246;0.31999999999999995;0
Mode of Demise;0.3582454323768616;0.43478260869565216;0
Mode of Demise;0.22031262516975403;0.17391304347826086;0
Mode of Demise;0.28589287400245667;0.16666666666666663;0
Mode of Demise;0.7935910224914551;0.48;0
Mode of Demise;0.3043568432331085;0.09090909090909094;0
Mode of Demise;0.6950675845146179;0.7058823529411764;0
Mode of Demise;0.21017713844776154;0.24;0
Mode of Demise;1.0000001192092896;1.0;0
Mode of Demise;1.0;1.0;0
Mode of Demise;0.3769589960575104;0.5;0
Mode of Demise;0.5505251884460449;0.4666666666666666;0
Mode of Demise;0.675227165222168;0.6206896551724138;0
Mode of Demise;0.7872795462608337;0.631578947368421;0
