Entity;Cosine;Fuzzy;Human_TP
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.9486454725265503;0.8571428571428572;1
Victim;1.0;1.0;1
Victim;0.2165168821811676;0.26086956521739135;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.7869424223899841;0.7058823529411764;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.000000238418579;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;0.8117953538894653;0.782608695652174;0
Victim;1.000000238418579;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.7964412569999695;0.625;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.8403400182723999;0.8333333333333335;1
Victim;0.9999999403953552;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.4722155034542084;0.38888888888888884;1
Victim;0.9999998807907104;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.24059568345546722;0.2857142857142857;1
Victim;0.4868844747543335;0.6;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.4505792260169983;0.5714285714285714;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.9999999403953552;1.0;1
Victim;0.7863044142723083;0.6923076923076923;0
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.3627671003341675;0.21052631578947367;1
Victim;0.25513607263565063;0.19999999999999996;1
Victim;0.633942723274231;0.5833333333333333;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;0.9999998807907104;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.000000238418579;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.2671242356300354;0.4615384615384615;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0;1.0;1
Victim;0.13302552700042725;0.2857142857142857;1
Victim;1.0000001192092896;1.0;1
Victim;1.0;1.0;1
Victim;1.0000001192092896;1.0;1
